outcome,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10
1,B,0.6572,C,B,E,0.05201,A,E,93.74174,M
0,A,0.2369,A,A,C,2.21057,D,G,31.31832,D
0,B,0.3478,A,A,A,7.50045,B,I,59.95094,B
1,B,0.0440,C,C,A,7.41211,D,B,50.08350,P
1,B,0.3910,B,B,E,8.62474,E,J,76.90524,N
0,A,0.9947,C,A,A,8.93052,F,E,67.73632,P
1,B,0.0084,D,B,C,3.92288,B,G,36.42374,K
1,B,0.0540,A,B,A,3.10826,E,D,54.82152,A
0,B,0.4648,A,B,B,3.61079,B,F,90.61231,A
0,A,0.2580,C,A,C,5.81639,C,B,42.40881,A
1,A,0.9399,D,A,E,3.52204,F,J,47.43930,H
1,A,0.0696,B,B,C,1.59761,E,C,90.71169,J
0,B,0.8382,A,B,C,8.01988,B,A,88.24212,Q
0,A,0.6374,A,A,A,9.25099,E,H,4.397906,T
0,A,0.5277,C,B,A,2.89438,F,G,73.38103,F
0,B,0.3379,B,B,B,4.23641,F,J,39.41697,P
0,B,0.6691,C,C,B,8.38072,C,B,83.64459,K
1,A,0.2251,A,A,A,6.36039,B,J,27.62916,S
0,B,0.1184,D,B,A,1.73057,D,B,0.033439,J
0,B,0.1909,A,C,C,5.86827,A,F,7.120977,T
0,B,0.3645,C,B,B,4.20620,C,C,63.20842,G
1,A,0.7216,A,B,C,9.28615,E,E,51.07574,D
1,A,0.9779,D,B,D,3.55679,F,C,32.29163,F
1,B,0.1867,A,A,A,1.60779,D,B,12.34789,H
0,B,0.8677,B,B,A,3.94599,B,F,44.93168,F
1,B,0.8319,D,B,A,3.68572,B,E,78.66561,L
0,A,0.1542,C,B,A,9.07698,C,B,39.05062,Q
0,B,0.7089,B,A,E,9.59554,E,C,99.94368,N
0,A,0.1451,A,B,B,6.44153,D,H,43.56418,P
0,B,0.0945,B,B,A,1.65047,C,E,16.25166,H
0,A,0.7475,D,A,B,3.72629,F,J,82.99115,G
0,A,0.9499,A,B,A,4.91700,A,G,49.84777,C
1,B,0.8498,C,B,B,5.72432,B,B,37.67349,F
1,B,0.3970,A,C,B,9.43246,C,I,27.70347,H
0,B,0.8966,B,B,D,4.40008,D,I,72.94584,P
1,A,0.1086,B,B,A,4.29131,E,C,85.45820,S
1,B,0.1721,A,B,C,6.28926,C,B,71.17748,P
0,A,0.6773,C,B,A,7.68434,E,C,0.153995,D
1,A,0.2270,D,B,B,4.50425,A,C,69.17533,B
0,A,0.8123,C,B,A,6.70195,F,F,40.86063,P
1,A,0.4503,B,B,E,4.80901,F,E,87.84157,O
1,A,0.0256,C,A,B,0.44744,C,B,48.35877,K
0,A,0.5659,A,B,A,6.22495,F,B,98.27429,B
1,B,0.4614,C,B,A,1.12264,E,J,61.77752,C
1,B,0.7059,D,B,A,2.28451,D,H,5.673248,T
1,B,0.5583,B,B,C,7.97349,D,D,10.29978,M
1,A,0.7499,B,A,B,6.13109,D,G,44.48365,Q
1,B,0.7660,B,C,B,7.97386,F,H,30.14605,S
1,B,0.1616,B,B,C,5.58434,B,E,47.96053,E
1,B,0.1322,D,B,A,6.39640,D,E,7.828893,L
0,A,0.9841,A,B,A,8.42693,D,E,96.34540,D
1,B,0.5532,B,A,B,8.53923,B,I,15.18831,G
1,B,0.5928,C,B,A,8.72542,F,F,26.17198,D
0,B,0.6688,B,A,C,8.77077,C,J,3.566127,C
0,A,0.5560,C,B,C,4.73757,C,E,83.37124,S
1,B,0.6142,B,B,A,6.58290,D,B,77.18345,E
1,B,0.3794,A,B,A,6.76124,F,H,78.83734,C
0,B,0.9700,B,B,C,1.78294,D,B,31.95061,N
1,B,0.3798,D,B,B,9.91119,D,C,1.764878,O
0,B,0.4949,C,B,A,9.36016,C,B,22.30350,M
0,B,0.3019,B,B,C,6.29743,C,B,43.93453,H
0,B,0.1490,A,A,E,8.83299,E,E,23.76006,D
0,A,0.5100,A,B,B,5.54316,A,F,77.05745,G
1,B,0.3826,A,B,A,3.86071,A,B,71.85506,J
0,B,0.9281,D,C,A,1.25678,F,C,24.30659,C
0,B,0.5778,A,B,A,7.66582,C,C,62.85903,P
0,B,0.8877,B,A,A,4.28304,C,J,29.75918,K
0,B,0.4562,A,B,C,0.71738,F,B,12.83849,P
1,B,0.8188,A,B,A,9.08320,C,I,44.60554,D
0,B,0.2739,D,A,C,5.83130,B,E,15.84908,Q
0,A,0.8375,C,B,A,0.85306,B,E,84.00677,C
1,A,0.3284,C,A,A,6.06384,D,F,9.223427,A
1,B,0.0203,A,B,E,6.97691,B,B,44.91685,F
1,A,0.4281,A,B,C,3.23637,B,G,37.77584,N
0,B,0.6104,C,A,E,9.70598,F,B,99.65451,F
1,A,0.6771,D,B,E,2.62152,F,C,19.77245,G
0,B,0.4845,C,A,A,5.72014,E,E,62.04205,P
0,A,0.3880,C,B,A,5.59438,B,E,62.07898,D
0,A,0.8534,D,C,A,1.55220,B,B,81.77287,Q
1,B,0.0797,A,B,A,6.28293,E,B,79.15477,M
1,B,0.8062,B,A,C,5.81125,D,E,10.47168,S
1,A,0.4595,B,B,C,8.01637,D,E,20.21771,T
1,B,0.2374,D,C,E,4.55916,C,C,40.59585,M
1,B,0.5871,C,B,E,6.06469,F,C,23.12529,F
0,A,0.4333,D,A,A,7.24062,E,E,50.46747,Q
0,B,0.2069,C,B,A,8.60396,D,D,12.94275,S
0,A,0.8591,C,A,D,4.23595,E,H,70.33935,A
1,B,0.6670,C,B,A,2.70007,D,J,87.06389,R
0,A,0.1116,A,B,C,2.06418,D,I,47.88625,L
0,B,0.0339,A,B,B,4.38574,E,I,61.87049,A
1,A,0.6836,C,B,D,3.19303,D,D,62.82335,F
1,B,0.2595,B,B,C,8.89936,C,D,89.68066,B
0,A,0.8919,D,B,B,7.26367,D,D,20.71929,G
1,B,0.2474,A,B,A,8.98195,B,B,61.83430,R
1,B,0.7665,C,A,C,4.92387,C,B,51.86200,P
1,A,0.5247,A,A,B,0.18464,E,D,95.80578,K
0,B,0.5959,A,C,E,7.27470,D,C,97.40910,F
0,B,0.9141,C,C,B,1.63046,C,F,2.777244,M
1,B,0.1756,D,A,B,1.70937,B,B,25.79423,F
0,B,0.0967,D,B,C,2.59502,C,E,76.30075,T
0,B,0.2187,B,C,A,5.61101,C,A,60.96427,F
0,B,0.7872,A,B,C,3.37162,D,J,30.49594,I
0,B,0.8150,A,B,A,7.69117,D,B,70.91349,R
1,A,0.2990,B,B,E,3.11842,D,B,5.845191,N
1,B,0.7807,D,B,A,5.41334,A,B,68.03736,T
0,A,0.1191,C,A,E,1.71176,F,B,46.26014,G
1,B,0.8381,B,B,C,2.45953,E,H,68.22120,F
0,B,0.2499,C,B,C,0.38323,C,B,87.57817,K
1,B,0.0859,A,A,A,9.37165,E,B,37.48409,O
0,B,0.1371,C,B,A,0.91311,C,D,22.05607,Q
1,A,0.1902,A,B,E,8.26625,C,B,89.73235,C
1,B,0.3074,A,A,E,6.44627,E,C,59.76310,I
0,B,0.1979,A,A,D,5.79067,C,B,76.76583,L
1,B,0.6567,B,B,C,8.86366,D,C,96.85915,B
0,B,0.7618,B,B,C,2.66242,A,E,91.09491,M
1,B,0.9192,A,C,C,0.70271,E,H,35.10253,B
1,A,0.8296,C,B,D,7.06531,A,G,88.68082,P
0,A,0.6879,A,B,E,9.48894,B,C,30.07782,D
0,B,0.6962,B,B,C,6.75349,E,B,46.34416,S
0,A,0.7353,D,B,B,5.44268,B,D,48.92374,H
0,A,0.2063,A,B,D,9.61686,F,E,64.72124,P
1,A,0.9198,A,B,A,6.07002,B,A,85.90539,M
1,A,0.1350,C,B,C,5.32531,F,B,70.35186,K
0,B,0.5036,B,A,C,8.41136,C,B,45.04373,G
1,A,0.8080,B,B,D,1.12968,F,F,67.19151,A
1,B,0.4097,D,B,A,7.92190,E,I,14.07426,P
1,A,0.3601,D,B,A,3.55426,F,F,1.074595,R
0,A,0.6015,C,B,C,4.98226,D,C,29.12783,C
0,B,0.4568,D,B,E,4.94174,D,B,2.047789,Q
1,B,0.9837,A,C,B,7.73086,E,C,24.01095,R
0,A,0.9359,A,C,C,2.31064,E,I,0.427478,C
0,A,0.0366,A,B,A,5.84827,E,B,80.19851,A
0,B,0.3262,A,B,B,0.68607,E,D,2.001200,F
0,A,0.9587,D,A,C,7.50958,F,C,93.63653,M
0,A,0.8725,D,B,A,2.08853,E,G,37.79333,M
0,A,0.7055,D,C,C,6.97829,B,G,17.96066,A
1,A,0.0934,A,B,C,0.29910,E,D,59.95111,R
1,B,0.6621,D,A,C,1.89812,A,D,39.42723,J
0,A,0.2697,C,A,A,1.20280,E,E,92.26885,C
0,B,0.1935,C,B,E,4.76833,D,G,11.48559,J
0,B,0.6853,C,B,B,9.53109,C,I,91.74554,C
0,A,0.2105,C,A,A,0.43382,B,E,93.55853,I
0,A,0.0377,D,A,A,8.53287,D,C,94.52492,J
0,B,0.3580,A,B,A,2.15902,E,B,4.230562,O
1,A,0.9002,D,B,D,2.15497,B,I,98.07550,L
0,A,0.6008,A,B,A,9.64198,A,D,68.04146,G
0,A,0.2943,A,B,E,3.12468,D,J,53.46842,N
1,A,0.3544,A,B,E,4.48958,E,I,55.26021,T
1,A,0.1190,B,B,E,2.29726,E,I,81.95310,I
1,B,0.9425,C,B,A,5.92102,C,B,60.81019,F
1,B,0.5351,A,B,E,8.57286,C,I,35.64118,J
1,B,0.2805,B,A,A,4.97852,C,I,1.666407,G
1,B,0.8702,C,A,A,4.08691,A,H,71.24074,C
0,A,0.1630,C,B,B,9.66476,E,F,85.10678,P
1,B,0.2875,A,B,D,3.26978,B,F,27.86437,M
1,A,0.2599,A,A,C,3.40204,F,J,23.34266,M
1,A,0.1829,B,B,C,3.26172,B,G,23.26069,Q
0,B,0.3218,B,B,B,4.23566,A,B,18.18699,P
1,B,0.7851,A,C,A,8.72176,F,C,5.254869,T
1,B,0.1273,B,B,A,3.32546,B,C,67.52308,B
1,A,0.8433,A,B,A,3.44364,F,E,14.37327,E
0,B,0.8236,C,B,B,7.09763,A,H,56.84271,Q
1,B,0.6583,A,B,A,5.92632,F,G,86.68647,J
1,A,0.9548,D,B,A,4.69049,E,D,29.97741,C
0,A,0.0181,C,B,B,2.08504,F,B,95.19969,N
0,A,0.8116,A,B,A,0.76106,E,G,37.53035,F
1,A,0.8289,B,B,A,7.69854,C,E,47.17912,S
0,B,0.9605,D,A,A,6.67604,F,F,68.54006,C
1,B,0.0711,B,A,B,1.23932,D,F,55.32865,O
1,A,0.2404,B,A,C,5.49075,F,F,78.61337,C
0,B,0.6281,C,A,A,3.73266,C,B,1.928888,K
1,A,0.9054,A,B,A,2.12145,F,B,70.36077,D
0,B,0.5821,A,A,A,2.98808,D,I,40.01572,M
0,B,0.6474,A,B,A,0.07541,D,F,76.39619,A
1,B,0.9573,A,B,A,5.37076,B,E,64.59709,F
0,B,0.4477,C,A,A,2.66321,B,B,86.67131,O
0,B,0.1449,D,A,C,0.89450,F,B,49.82189,L
1,B,0.3963,C,B,D,8.71416,B,J,87.41055,A
0,A,0.7975,A,B,B,6.74200,B,E,74.59555,P
1,B,0.8300,A,A,A,7.99439,C,E,32.41446,I
1,A,0.1145,D,B,E,4.92956,F,G,57.08340,Q
0,A,0.5317,B,B,A,3.92449,A,C,75.01847,L
1,A,0.2492,B,A,E,9.42050,B,B,77.42457,G
0,A,0.9569,C,A,A,4.09715,B,B,42.59124,T
1,B,0.7277,B,B,C,9.47092,D,B,97.48378,H
1,B,0.7084,A,B,A,5.59588,E,F,1.516689,S
1,B,0.0124,A,C,A,9.29328,C,E,58.06109,C
1,B,0.0584,D,B,A,7.73681,C,G,18.77171,E
1,A,0.7456,B,B,A,3.25674,B,B,45.63955,F
0,A,0.4315,C,B,E,5.95687,A,E,70.56516,O
1,B,0.4668,C,B,C,5.09809,B,A,15.24022,M
1,B,0.4162,A,B,A,6.31771,C,B,47.81291,F
1,B,0.1133,C,A,A,6.10439,C,B,25.10838,P
1,B,0.2769,A,B,A,2.01768,F,B,47.40078,H
1,A,0.8143,D,A,A,7.61981,C,I,79.79463,C
1,B,0.4109,B,B,A,4.67911,C,E,57.44745,F
0,B,0.3086,A,B,E,3.66903,D,A,39.37027,H
1,B,0.5617,C,B,A,8.18994,E,E,76.33483,S
0,B,0.0685,B,B,A,7.15287,C,B,76.41423,K
1,B,0.4143,A,A,A,4.03978,F,D,3.524160,P
1,A,0.4998,A,B,C,3.87000,E,B,21.02449,R
1,B,0.7451,B,B,A,0.73998,B,I,15.26893,N
1,B,0.6877,B,B,C,4.26250,F,I,75.56437,M
0,A,0.9512,A,B,A,1.12110,F,I,96.77683,O
1,A,0.9172,C,B,A,7.71209,B,B,11.93403,N
0,B,0.8331,C,A,A,9.19830,C,B,8.073752,T
1,B,0.2039,B,B,E,2.14839,E,E,32.71415,H
0,B,0.9525,A,B,C,9.22466,C,I,76.87254,G
0,A,0.7635,B,B,A,8.89685,F,D,63.35777,N
1,B,0.9039,C,B,A,5.93216,E,A,69.12985,A
1,A,0.5337,C,B,B,9.58126,C,F,82.33190,D
1,A,0.7260,B,B,A,9.05249,F,E,3.513076,Q
0,B,0.1267,A,A,C,1.10630,C,D,14.75949,Q
0,B,0.8242,B,B,A,3.62592,F,D,76.37815,L
1,B,0.7697,A,B,A,7.93500,F,D,11.39435,C
1,B,0.7153,B,A,A,0.00468,D,I,61.78865,O
1,B,0.2578,B,B,C,8.64787,B,C,85.06891,O
1,B,0.7924,C,A,A,9.94382,C,G,8.774940,I
1,B,0.3383,D,B,C,7.04612,B,C,5.329186,K
1,B,0.1298,C,B,E,4.84855,B,I,12.45710,G
0,A,0.1675,A,B,C,5.20977,D,D,41.63115,L
0,A,0.1195,B,B,C,7.24730,F,B,80.38312,O
0,B,0.1918,B,B,A,5.38567,D,F,56.13531,S
1,A,0.3935,A,B,B,0.57073,C,D,31.02025,J
1,A,0.6735,D,B,A,9.72292,B,D,64.56292,E
1,A,0.4237,B,B,E,8.82801,C,H,42.39675,Q
1,A,0.9444,A,B,A,7.14169,B,F,47.73488,H
0,B,0.8087,A,B,E,4.43631,E,B,90.75136,I
1,B,0.2845,B,A,A,2.90642,C,E,69.17639,P
1,B,0.6234,C,B,B,9.14839,E,G,14.87393,A
0,A,0.1971,D,A,A,9.57085,F,E,77.01708,O
0,B,0.1052,A,B,C,2.33412,D,B,54.30869,M
0,B,0.8172,B,A,A,2.47292,F,D,53.88385,S
1,B,0.6499,C,B,D,2.93224,B,E,24.11125,J
0,B,0.4168,D,B,A,0.00765,D,F,59.67911,N
1,B,0.8848,B,A,A,9.15170,E,I,38.50351,B
0,A,0.3246,D,A,A,5.35785,A,J,68.30611,N
0,A,0.0950,A,A,A,6.87419,B,I,63.01333,O
0,B,0.1954,D,C,E,2.13753,D,F,97.34904,J
0,B,0.6788,D,B,C,6.42488,B,B,70.11954,H
0,B,0.1921,C,A,A,9.97792,A,D,70.60765,K
1,A,0.5471,A,B,A,5.82258,C,D,4.692210,M
1,B,0.6153,B,B,B,4.03168,E,C,56.98005,P
1,B,0.0790,A,C,A,3.57570,F,E,58.41510,H
1,A,0.4769,D,B,A,8.52552,D,E,3.027821,B
0,A,0.2404,D,B,A,2.06660,E,I,18.22570,J
1,A,0.6913,B,B,B,2.61787,A,D,43.11684,I
0,B,0.6599,B,B,E,3.33046,E,B,55.21112,R
1,A,0.7205,C,B,C,2.63304,D,I,19.78060,D
0,A,0.6395,C,B,E,8.23900,E,G,3.798069,H
1,B,0.3923,A,B,A,7.56457,E,I,13.61129,R
1,A,0.5010,C,B,A,3.20764,B,G,97.61126,S
0,B,0.3813,C,A,C,5.07400,B,B,29.61258,J
0,A,0.7339,A,B,A,1.19641,D,A,95.17288,D
0,B,0.2535,A,C,C,0.44207,C,I,48.32259,O
0,B,0.5571,B,B,B,6.49705,F,B,57.88760,E
1,A,0.2835,A,A,E,4.81027,D,H,80.94817,E
1,B,0.8965,A,B,A,2.47775,E,B,23.25910,I
0,A,0.8027,C,B,E,5.95723,B,E,80.53899,L
0,B,0.2061,A,B,A,9.38170,D,D,4.674930,C
0,A,0.3300,A,A,D,9.75282,A,I,4.914000,R
1,A,0.3571,D,A,E,9.45882,B,B,81.03834,O
1,B,0.2271,A,A,B,3.58854,C,F,65.13996,I
0,B,0.7206,A,B,A,3.93468,C,E,2.060906,D
0,B,0.3911,C,B,A,7.09639,F,B,42.16585,N
1,A,0.0127,A,A,E,7.94683,F,A,18.76833,D
1,B,0.9920,B,B,C,4.84421,B,F,49.52461,Q
0,B,0.2359,A,A,A,6.18619,D,E,66.54098,J
1,B,0.7614,D,B,A,0.65428,B,E,87.78078,Q
0,A,0.7672,C,A,E,9.26211,B,B,39.49862,N
1,A,0.8219,C,B,A,2.48026,B,A,66.94742,O
1,B,0.9768,A,B,C,0.61083,A,I,81.07507,M
0,B,0.5146,A,B,B,5.01752,C,H,74.99550,M
0,B,0.0051,A,A,C,9.62535,B,E,90.50851,A
1,A,0.5590,A,C,A,1.25958,B,A,8.113034,G
1,B,0.4504,A,B,B,5.54181,F,G,65.89222,K
0,B,0.6697,A,B,A,4.65761,F,E,71.47000,F
0,B,0.6236,C,A,C,7.77386,A,F,19.09890,F
0,B,0.3195,C,B,A,7.00520,D,J,53.77271,T
1,B,0.6961,A,A,A,4.53040,C,H,8.579141,K
0,B,0.8465,B,B,A,9.57247,D,E,7.142963,O
0,A,0.8302,A,A,C,9.78348,B,G,23.95680,J
1,B,0.0322,C,B,A,4.21840,D,B,66.69365,S
0,A,0.4923,B,B,C,4.16077,C,I,19.60435,O
0,A,0.2421,A,A,A,1.18671,D,F,22.58810,D
1,B,0.4144,B,B,A,7.44449,C,A,42.45754,K
1,B,0.1332,A,B,C,7.65394,E,A,55.72126,A
1,B,0.3691,C,C,A,4.69546,D,B,83.97469,N
1,B,0.6410,A,B,C,5.56233,D,F,64.14505,D
0,A,0.8739,A,B,A,9.80003,E,E,46.02212,G
1,B,0.5369,B,B,C,9.24034,B,A,98.99114,A
0,B,0.2134,D,B,A,2.02477,D,A,48.89697,L
0,B,0.1270,C,B,A,2.44423,F,E,8.282183,T
0,B,0.0376,B,B,C,2.93008,D,D,9.283541,A
1,A,0.2822,C,A,C,3.34196,B,F,28.66436,L
1,A,0.0693,A,B,E,8.57979,E,H,72.00911,T
0,A,0.5114,C,A,B,1.10391,C,E,52.57254,I
1,B,0.9143,A,B,A,4.77374,F,D,60.99581,T
0,B,0.7928,A,B,A,4.14075,C,A,20.85679,O
1,B,0.9140,D,B,E,1.38393,B,C,40.82239,L
1,B,0.1264,A,B,C,7.01330,A,D,2.222586,H
0,A,0.9754,B,C,A,0.44614,C,A,25.32047,P
1,B,0.1036,D,A,A,9.98142,E,J,14.96452,M
0,B,0.3374,A,A,A,3.97126,D,E,50.59936,O
1,B,0.9326,C,B,A,6.23967,E,F,97.24098,C
0,B,0.6685,A,A,A,8.20647,B,A,53.44229,F
0,A,0.0458,B,B,A,5.34656,D,B,27.16496,J
0,A,0.0829,D,B,A,1.43848,B,E,50.19811,H
0,B,0.1854,C,B,E,6.85046,F,G,96.77809,F
1,B,0.4681,A,B,A,7.81186,D,B,28.23096,R
0,A,0.7350,A,B,D,9.31442,C,E,58.94699,A
0,B,0.2573,D,B,A,4.66666,C,G,35.33792,A
1,B,0.7184,A,B,E,4.49811,A,B,11.55567,E
1,A,0.2388,B,B,C,4.95597,C,B,6.088831,D
0,A,0.2681,B,B,A,6.98832,D,F,15.67497,I
0,A,0.2250,A,B,D,1.27601,A,B,15.93011,I
0,B,0.8218,B,B,A,5.37603,D,B,43.83918,F
0,A,0.9129,C,A,A,7.86731,C,J,33.69268,C
1,A,0.2035,A,A,C,4.16365,B,A,5.826384,A
0,A,0.7155,C,B,A,8.37122,C,C,10.76587,H
1,B,0.4976,A,B,A,8.21188,A,B,47.69852,F
1,B,0.2355,B,B,A,5.19884,B,D,78.68744,T
0,B,0.3265,C,A,A,7.61409,E,B,90.00783,N
1,A,0.6161,B,A,A,2.81263,D,A,90.21870,H
0,B,0.2904,A,B,E,3.04321,F,E,4.464230,F
0,B,0.7578,B,C,C,4.63589,C,B,69.46121,J
1,B,0.6935,A,A,E,7.41653,E,C,34.95555,F
1,B,0.9850,C,B,E,6.44253,F,C,93.29124,H
1,B,0.6897,A,A,E,9.44782,C,D,51.66507,G
0,A,0.4251,B,A,A,2.15783,C,C,51.65307,T
0,B,0.4468,C,B,A,7.82635,E,A,49.18172,T
0,A,0.8644,A,C,A,3.84239,F,G,52.21765,I
0,B,0.5804,A,A,A,3.00354,F,F,23.35753,A
0,A,0.0410,C,A,A,1.87967,C,B,0.235524,R
1,B,0.9682,A,B,A,8.26084,B,E,67.91696,C
1,B,0.6483,D,B,E,1.24328,C,F,51.55109,C
0,A,0.9384,B,B,A,6.60443,E,F,94.78585,P
1,B,0.4595,D,C,A,7.25086,C,G,89.16613,F
1,B,0.8945,B,B,D,3.19031,B,J,0.220433,E
1,A,0.7585,C,A,A,6.21589,E,A,11.55597,M
1,B,0.4914,A,A,A,0.86206,C,D,32.82244,H
0,B,0.3840,A,B,A,6.53584,C,E,71.11469,M
0,B,0.1015,A,C,C,0.44197,B,C,51.76166,L
0,A,0.2834,D,B,C,7.56158,B,B,56.75954,S
0,B,0.2465,C,B,C,0.98454,B,G,30.53185,N
1,A,0.6423,B,A,A,4.67362,D,B,92.36970,E
1,A,0.6342,B,B,C,9.61971,C,D,9.810402,O
1,B,0.2316,A,B,B,5.55584,C,B,9.807023,K
0,B,0.4072,B,A,D,7.59365,B,C,6.641713,A
1,B,0.7764,D,B,C,7.61389,F,D,46.80006,B
0,B,0.1483,A,A,A,9.96754,C,F,50.50584,G
1,A,0.4054,C,B,C,2.99919,C,C,17.54204,P
0,A,0.9661,B,A,A,0.24010,C,I,59.57692,K
1,B,0.3777,A,A,D,0.52699,F,D,97.93796,T
0,A,0.6688,D,C,A,5.03556,B,A,27.65513,I
1,B,0.5285,C,B,A,1.10270,F,C,88.19405,L
1,B,0.5194,D,C,C,2.97707,B,I,67.66655,K
0,B,0.7181,B,B,C,8.12541,A,F,99.32715,J
1,B,0.8228,A,A,C,5.05545,F,D,0.308070,K
0,B,0.8546,D,A,E,6.84616,C,D,38.45300,M
1,B,0.2512,D,B,E,2.75716,E,G,14.56348,M
0,B,0.0139,B,B,C,6.92561,D,J,49.63509,Q
1,B,0.0736,A,A,A,3.01019,F,B,60.47924,T
0,A,0.6309,A,B,E,5.10249,F,E,42.36507,L
0,A,0.3179,A,B,B,6.70470,C,H,57.46096,Q
0,A,0.9875,A,B,A,5.66928,D,F,49.51017,L
0,B,0.3720,B,B,A,9.20127,B,J,47.33906,G
0,B,0.6655,C,A,A,4.12927,C,A,54.94788,B
1,B,0.5730,C,C,C,9.69999,F,G,84.19073,B
0,B,0.9362,A,C,A,2.99775,D,A,94.27257,D
0,B,0.2562,A,B,C,8.32184,F,B,94.66401,L
0,B,0.9130,D,B,A,7.65391,F,B,73.24939,I
1,B,0.5060,A,B,A,6.45152,F,B,43.92786,G
0,B,0.8194,B,A,D,7.98131,F,F,0.153178,E
1,B,0.0860,B,A,E,3.86324,B,I,19.23272,P
0,A,0.9220,A,B,B,7.26898,A,I,23.15334,T
0,B,0.9570,A,C,B,5.49717,B,I,3.296090,A
1,B,0.3558,C,B,D,5.73978,F,G,63.93606,A
1,A,0.5021,A,B,D,1.18697,E,I,24.30839,K
0,A,0.1722,C,B,C,1.57638,A,E,83.78558,M
1,B,0.8807,A,A,A,1.51434,C,B,14.33048,S
1,B,0.6764,B,A,A,6.68551,F,C,38.99021,C
0,B,0.7663,B,A,A,0.56611,D,B,80.60612,O
1,B,0.9115,B,A,E,2.45964,C,B,44.81133,Q
0,A,0.3351,B,A,B,6.59198,F,B,51.05003,L
1,B,0.4809,D,B,E,2.19541,C,I,21.79845,R
1,B,0.9117,B,B,A,4.99495,D,I,34.36551,L
1,A,0.9981,C,B,E,4.83165,D,B,75.12359,O
1,A,0.8600,C,A,A,8.41970,F,I,29.84168,J
1,B,0.9523,A,B,A,6.62631,B,D,33.86697,N
1,A,0.2678,A,A,C,7.33224,D,C,24.73545,L
1,B,0.8209,B,B,E,4.12568,D,I,23.10487,A
1,A,0.0765,D,B,C,2.81249,F,B,70.14640,P
1,A,0.7548,D,A,E,3.14644,E,B,89.49397,C
1,B,0.1317,C,B,A,6.76312,C,I,3.967361,G
1,A,0.3805,A,C,C,6.72672,F,I,61.86599,P
0,A,0.2526,B,B,B,8.58090,A,J,0.483244,J
1,A,0.3159,C,A,E,9.09538,D,B,97.85949,B
1,A,0.5132,A,B,C,6.06188,F,F,38.97168,J
1,B,0.2156,A,C,A,4.32364,F,J,31.80394,C
1,A,0.1469,B,A,C,3.87937,C,E,62.75245,A
1,B,0.9465,A,B,B,2.27915,F,I,6.350329,H
1,A,0.6495,B,B,D,1.12112,D,H,91.39313,R
1,B,0.3865,C,C,A,7.37056,D,B,66.56515,J
1,B,0.7899,A,C,B,1.14634,C,I,76.44069,S
1,A,0.7753,C,B,C,1.10546,E,C,98.29073,C
0,B,0.6835,B,B,E,0.91210,E,D,13.69117,I
1,B,0.7679,A,B,C,4.66112,C,F,66.01057,Q
0,B,0.5278,C,B,A,5.11237,C,C,12.28249,Q
0,A,0.4577,C,A,A,5.01616,F,B,26.74375,D
1,B,0.5101,D,A,A,8.38145,C,D,34.19301,P
1,B,0.4774,B,A,A,2.65607,A,B,22.74834,S
1,B,0.2488,B,C,A,7.57744,C,C,76.40140,P
1,A,0.7979,A,B,C,5.85254,F,I,95.57534,S
1,B,0.7178,A,A,A,5.30488,F,I,43.32783,O
0,A,0.0935,A,B,A,7.80044,C,D,31.90480,I
0,B,0.7243,A,A,A,1.47694,F,D,48.43724,C
1,B,0.4157,A,B,A,5.40441,C,B,37.96014,S
0,B,0.0273,C,A,A,7.29235,A,E,89.02566,C
0,B,0.3313,C,B,A,9.20551,B,E,69.19190,M
1,B,0.8425,B,B,A,1.26969,D,H,6.234237,I
1,B,0.7256,A,A,E,4.76517,B,E,95.84899,G
0,B,0.4777,A,B,C,4.60858,F,B,47.29590,S
0,A,0.2180,A,B,A,4.28260,D,B,72.55698,M
1,B,0.4353,A,A,C,1.59505,D,D,33.12203,N
1,A,0.8244,C,B,C,3.79341,F,B,23.53347,J
1,B,0.2128,B,A,C,4.48050,F,H,77.79745,I
1,A,0.2935,A,B,A,2.83883,F,B,72.39174,G
0,B,0.4761,A,B,A,3.01240,F,D,55.02142,Q
1,B,0.4966,C,B,A,7.69195,C,B,66.68490,N
1,A,0.0928,A,A,E,9.39448,F,H,23.98732,F
0,A,0.3577,A,A,A,4.53249,D,F,50.92108,T
1,B,0.1565,A,B,A,8.54545,E,D,26.05951,O
1,B,0.2768,A,A,A,9.18046,D,G,14.33626,G
1,B,0.3537,B,B,E,1.95046,B,D,65.89468,R
0,A,0.9120,C,C,A,1.41835,B,D,71.75276,A
1,B,0.6801,A,B,A,7.87842,C,I,22.49973,R
1,B,0.5468,A,C,A,1.25184,C,B,18.81526,T
0,A,0.7413,A,A,A,2.07451,B,D,26.02012,O
1,B,0.6622,B,B,A,4.41058,C,H,28.55115,R
1,B,0.3549,A,A,A,9.25397,F,C,56.96572,E
1,B,0.9621,A,A,A,5.91864,D,I,91.44079,K
0,B,0.5647,A,B,E,9.66329,D,B,59.92527,N
1,B,0.4552,B,A,A,6.48972,E,B,50.74591,C
1,B,0.8470,A,A,C,9.87256,A,E,6.595118,O
1,B,0.7554,C,A,A,0.87152,A,E,30.41554,T
1,A,0.5605,C,B,A,4.36124,C,I,46.86716,L
0,A,0.0793,C,B,E,3.85721,D,B,40.68471,G
0,B,0.7419,B,A,A,3.97214,B,B,6.716096,J
